series_id,series_name,all_names,trust,cik,ticker,all_tickers,first_year,last_year,leverage_parsed,leverage_note,reset,underlying,underlying_note,category,active_2026,has_ticker
S000099860,3x GOOGL ETF,3x GOOGL ETF,Volatility Shares Trust,0001884021,,,2026,2026,3.0,number,daily,GOOGL,ticker token,single_stock,True,False
S000099876,5x GOOGL ETF,5x GOOGL ETF,Volatility Shares Trust,0001884021,,,2026,2026,5.0,number,daily,GOOGL,ticker token,single_stock,True,False
S000101633,T-REX 2X LONG GPCR DAILY TARGET ETF,T-REX 2X LONG GPCR DAILY TARGET ETF,ETF Opportunities Trust,0001771146,,,2026,2026,2.0,number,daily,GPCR,ticker token,single_stock,True,False
S000097421,T-REX 2X LONG GPRO DAILY TARGET ETF,T-REX 2X LONG GPRO DAILY TARGET ETF,ETF Opportunities Trust,0001771146,,,2026,2026,2.0,number,daily,GPRO,ticker token,single_stock,True,False
S000091100,KraneShares 2x Long GRAB Daily ETF,KraneShares 2x Long GRAB Daily ETF,Krane Shares Trust,0001547576,KGRB,KGRB,2025,2026,2.0,number,daily,GRAB,ticker token,single_stock,True,True
S000097933,Leverage Shares 2X Long GRAB Daily ETF,Leverage Shares 2X Long GRAB Daily ETF,Themes ETF Trust,0001976322,,,2026,2026,2.0,number,daily,GRAB,ticker token,single_stock,True,False
S000106587,T-REX 2X LONG GRAB DAILY TARGET ETF,T-REX 2X LONG GRAB DAILY TARGET ETF,ETF Opportunities Trust,0001771146,,,2026,2026,2.0,number,daily,GRAB,ticker token,single_stock,True,False
S000095052,Tradr 2X Long GS Daily ETF,Tradr 2X Long GS Daily ETF,Investment Managers Series Trust II,0001587982,,,2026,2026,2.0,number,daily,GS,ticker token,single_stock,True,False
S000103145,Defiance Daily Target 2X Long GSAT ETF,Defiance Daily Target 2X Long GSAT ETF,Tidal Trust II,0001924868,,,2026,2026,2.0,number,daily,GSAT,ticker token,single_stock,True,False
S000100334,T-REX 2X LONG GSIT DAILY TARGET ETF,T-REX 2X LONG GSIT DAILY TARGET ETF,ETF Opportunities Trust,0001771146,,,2026,2026,2.0,number,daily,GSIT,ticker token,single_stock,True,False
S000107007,Tradr 2X Long HAWK Daily ETF,Tradr 2X Long HAWK Daily ETF,Investment Managers Series Trust II,0001587982,,,2026,2026,2.0,number,daily,HAWK,ticker token,single_stock,True,False
S000102269,T-REX 2X LONG HBM DAILY TARGET ETF,T-REX 2X LONG HBM DAILY TARGET ETF,ETF Opportunities Trust,0001771146,,,2026,2026,2.0,number,daily,HBM,ticker token,single_stock,True,False
S000093988,T-REX 2X LONG HHH DAILY TARGET ETF,T-REX 2X LONG HHH DAILY TARGET ETF,ETF Opportunities Trust,0001771146,,,2025,2026,2.0,number,daily,HHH,ticker token,single_stock,True,False
S000098460,Defiance Daily Target 3X Short HIMS ETF,Defiance Daily Target 3X Short HIMS ETF,ETF Series Solutions,0001540305,,,2026,2026,-3.0,number,daily,HIMS,ticker token,single_stock,True,False
S000096895,Defiance Daily Target 2X Short HIMS ETF,Defiance Daily Target 2X Short HIMS ETF,Tidal Trust II,0001924868,,,2026,2026,-2.0,number,daily,HIMS,ticker token,single_stock,True,False
S000091052,Defiance Daily Target 2X Long HIMS ETF,Defiance Daily Target 2X Long HIMS ETF,Tidal Trust II,0001924868,HIMZ,HIMZ,2025,2026,2.0,number,daily,HIMS,ticker token,single_stock,True,True
S000093827,Leverage Shares 2X Long HIMS Daily ETF,Leverage Shares 2X Long HIMS Daily ETF,Themes ETF Trust,0001976322,,,2025,2026,2.0,number,daily,HIMS,ticker token,single_stock,True,False
S000094367,GraniteShares 2x Long HIMS Daily ETF,GraniteShares 2x Long HIMS Daily ETF,GraniteShares ETF Trust,0001689873,,,2025,2026,2.0,number,daily,HIMS,ticker token,single_stock,True,False
S000104855,Corgi HIMS 2x Daily ETF,Corgi HIMS 2x Daily ETF,Corgi ETF Trust I,0002078265,,,2026,2026,2.0,number,daily,HIMS,ticker token,single_stock,True,False
S000098439,Defiance Daily Target 3X Long HIMS ETF,Defiance Daily Target 3X Long HIMS ETF,ETF Series Solutions,0001540305,,,2026,2026,3.0,number,daily,HIMS,ticker token,single_stock,True,False
S000098807,T-REX 3X Long HIMS Daily Target ETF,T-REX 3X Long HIMS Daily Target ETF,ETF Opportunities Trust,0001771146,,,2026,2026,3.0,number,daily,HIMS,ticker token,single_stock,True,False
S000098994,ProShares Daily Target 3x HIMS,ProShares Daily Target 3x HIMS,PROSHARES TRUST,0001174610,,,2026,2026,3.0,number,daily,HIMS,ticker token,single_stock,True,False
S000099668,Tradr 3X Long HIMS Daily ETF,Tradr 3X Long HIMS Daily ETF,Investment Managers Series Trust II,0001587982,,,2026,2026,3.0,number,daily,HIMS,ticker token,single_stock,True,False
S000100379,3x HIMS ETF,3x HIMS ETF,Volatility Shares Trust,0001884021,,,2026,2026,3.0,number,daily,HIMS,ticker token,single_stock,True,False
S000100380,5x HIMS ETF,5x HIMS ETF,Volatility Shares Trust,0001884021,,,2026,2026,5.0,number,daily,HIMS,ticker token,single_stock,True,False
S000098209,T-REX 2X LONG HIVE DAILY TARGET ETF,T-REX 2X LONG HIVE DAILY TARGET ETF,ETF Opportunities Trust,0001771146,,,2026,2026,2.0,number,daily,HIVE,ticker token,single_stock,True,False
S000100542,Leverage Shares 2X Long HIVE Daily ETF,Leverage Shares 2X Long HIVE Daily ETF,Themes ETF Trust,0001976322,,,2026,2026,2.0,number,daily,HIVE,ticker token,single_stock,True,False
S000100914,Tradr 2X Long HL Daily ETF,Tradr 2X Long HL Daily ETF,Investment Managers Series Trust II,0001587982,HLXX,HLXX,2026,2026,2.0,number,daily,HL,ticker token,single_stock,True,True
S000101004,Defiance Daily Target 2X Long HL ETF,Defiance Daily Target 2X Long HL ETF,Tidal Trust II,0001924868,,,2026,2026,2.0,number,daily,HL,ticker token,single_stock,True,False
S000104252,Leverage Shares 2X Long HL Daily ETF,Leverage Shares 2X Long HL Daily ETF,Themes ETF Trust,0001976322,,,2026,2026,2.0,number,daily,HL,ticker token,single_stock,True,False
S000098210,T-REX 2X LONG HOLO DAILY TARGET ETF,T-REX 2X LONG HOLO DAILY TARGET ETF,ETF Opportunities Trust,0001771146,,,2026,2026,2.0,number,daily,HOLO,ticker token,single_stock,True,False
S000104253,Leverage Shares 2X Long HON Daily ETF,Leverage Shares 2X Long HON Daily ETF,Themes ETF Trust,0001976322,,,2026,2026,2.0,number,daily,HON,ticker token,single_stock,True,False
S000098423,Defiance Daily Target 3X Short HOOD ETF,Defiance Daily Target 3X Short HOOD ETF,ETF Series Solutions,0001540305,,,2026,2026,-3.0,number,daily,HOOD,ticker token,single_stock,True,False
S000099529,GraniteShares 3x Short HOOD Daily ETF,GraniteShares 3x Short HOOD Daily ETF,GraniteShares ETF Trust,0001689873,,,2026,2026,-3.0,number,daily,HOOD,ticker token,single_stock,True,False
S000096896,Defiance Daily Target 2X Short HOOD ETF,Defiance Daily Target 2X Short HOOD ETF,Tidal Trust II,0001924868,,,2026,2026,-2.0,number,daily,HOOD,ticker token,single_stock,True,False
S000078250,REX Short HOOD ETF,REX Short HOOD ETF,Tidal Trust II,0001924868,,,2023,2024,-1.0,inverse no number,daily,HOOD,ticker token,single_stock,False,False
S000092885,Direxion Daily HOOD Bear 1X ETF,Direxion Daily HOOD Bear 1X Shares | Direxion Daily HOOD Bear 1X ETF,Direxion Shares ETF Trust,0001424958,,,2025,2026,-1.0,number,daily,HOOD,ticker token,single_stock,True,False
S000079026,REX 2X HOOD ETF,REX 2X HOOD ETF,Tidal Trust II,0001924868,,,2023,2024,2.0,number,daily,HOOD,ticker token,single_stock,False,False
S000087470,T-REX 2X LONG HOOD DAILY TARGET ETF,T-REX 2X LONG HOOD DAILY TARGET ETF,ETF Opportunities Trust,0001771146,ROBN,ROBN,2025,2026,2.0,number,daily,HOOD,ticker token,single_stock,True,True
S000090907,GraniteShares 2x Long HOOD Daily ETF,GraniteShares 2x Long HOOD Daily ETF,GraniteShares ETF Trust,0001689873,HOOL,HOOL,2025,2026,2.0,number,daily,HOOD,ticker token,single_stock,True,True
S000091053,Defiance Daily Target 2X Long HOOD ETF,Defiance Daily Target 2X Long HOOD ETF,Tidal Trust II,0001924868,HOOX,HOOX,2025,2026,2.0,number,daily,HOOD,ticker token,single_stock,True,True
S000091219,Leverage Shares 2X Long HOOD Daily ETF,Leverage Shares 2X Long HOOD Daily ETF,Themes ETF Trust,0001976322,HOOG,HOOG,2025,2026,2.0,number,daily,HOOD,ticker token,single_stock,True,True
S000092884,Direxion Daily HOOD Bull 2X ETF,Direxion Daily HOOD Bull 2X Shares | Direxion Daily HOOD Bull 2X ETF,Direxion Shares ETF Trust,0001424958,HODU,HODU,2025,2026,2.0,number,daily,HOOD,ticker token,single_stock,True,True
S000104841,Corgi HOOD 2x Daily ETF,Corgi HOOD 2x Daily ETF,Corgi ETF Trust I,0002078265,,,2026,2026,2.0,number,daily,HOOD,ticker token,single_stock,True,False
S000098451,Defiance Daily Target 3X Long HOOD ETF,Defiance Daily Target 3X Long HOOD ETF,ETF Series Solutions,0001540305,,,2026,2026,3.0,number,daily,HOOD,ticker token,single_stock,True,False
S000098603,Leverage Shares 3X Long HOOD Daily ETF,Leverage Shares 3X Long HOOD Daily ETF,Themes ETF Trust,0001976322,,,2026,2026,3.0,number,daily,HOOD,ticker token,single_stock,True,False
S000098808,T-REX 3X Long HOOD Daily Target ETF,T-REX 3X Long HOOD Daily Target ETF,ETF Opportunities Trust,0001771146,,,2026,2026,3.0,number,daily,HOOD,ticker token,single_stock,True,False
S000099001,ProShares Daily Target 3x HOOD,ProShares Daily Target 3x HOOD,PROSHARES TRUST,0001174610,,,2026,2026,3.0,number,daily,HOOD,ticker token,single_stock,True,False
S000099545,GraniteShares 3x Long HOOD Daily ETF,GraniteShares 3x Long HOOD Daily ETF,GraniteShares ETF Trust,0001689873,,,2026,2026,3.0,number,daily,HOOD,ticker token,single_stock,True,False
S000099669,Tradr 3X Long HOOD Daily ETF,Tradr 3X Long HOOD Daily ETF,Investment Managers Series Trust II,0001587982,HOOO,HOOO,2026,2026,3.0,number,daily,HOOD,ticker token,single_stock,True,True
S000099697,Direxion Daily HOOD Bull 3X ETF,Direxion Daily HOOD Bull 3X ETF,Direxion Shares ETF Trust,0001424958,,,2026,2026,3.0,number,daily,HOOD,ticker token,single_stock,True,False
S000100381,3x HOOD ETF,3x HOOD ETF,Volatility Shares Trust,0001884021,,,2026,2026,3.0,number,daily,HOOD,ticker token,single_stock,True,False
S000100382,5x HOOD ETF,5x HOOD ETF,Volatility Shares Trust,0001884021,,,2026,2026,5.0,number,daily,HOOD,ticker token,single_stock,True,False
S000105553,Leverage Shares 2X Long HPE Daily ETF,Leverage Shares 2X Long HPE Daily ETF,Themes ETF Trust,0001976322,,,2026,2026,2.0,number,daily,HPE,ticker token,single_stock,True,False
S000099443,Defiance Daily Target 2X Long HPQ ETF,Defiance Daily Target 2X Long HPQ ETF,Tidal Trust II,0001924868,,,2026,2026,2.0,number,daily,HPQ,ticker token,single_stock,True,False
S000106797,Defiance Daily Target 2X Long HQ ETF,Defiance Daily Target 2X Long HQ ETF,Tidal Trust V,0002081107,,,2026,2026,2.0,number,daily,HQ,ticker token,single_stock,True,False
S000098211,T-REX 2X LONG HSDT DAILY TARGET ETF,T-REX 2X LONG HSDT DAILY TARGET ETF,ETF Opportunities Trust,0001771146,,,2026,2026,2.0,number,daily,HSDT,ticker token,single_stock,True,False
S000097912,Leverage Shares 2X Long HUM Daily ETF,Leverage Shares 2X Long HUM Daily ETF,Themes ETF Trust,0001976322,,,2026,2026,2.0,number,daily,HUM,ticker token,single_stock,True,False
S000105172,GraniteShares 2x Short HUT Daily ETF,GraniteShares 2x Short HUT Daily ETF,GraniteShares ETF Trust,0001689873,,,2026,2026,-2.0,number,daily,HUT,ticker token,single_stock,True,False
S000100543,Leverage Shares 2X Long HUT Daily ETF,Leverage Shares 2X Long HUT Daily ETF,Themes ETF Trust,0001976322,,,2026,2026,2.0,number,daily,HUT,ticker token,single_stock,True,False
S000105147,GraniteShares 2x Long HUT Daily ETF,GraniteShares 2x Long HUT Daily ETF,GraniteShares ETF Trust,0001689873,,,2026,2026,2.0,number,daily,HUT,ticker token,single_stock,True,False
S000103891,Defiance Daily Target 2X Long HXSCL ETF,Defiance Daily Target 2X Long HXSCL ETF,Tidal Trust II,0001924868,,,2026,2026,2.0,number,daily,HXSCL,ticker token,single_stock,True,False
S000086140,Tradr 2X Long IBIT Monthly ETF,Tradr 2X Long IBIT Monthly ETF,Investment Managers Series Trust II,0001587982,,,2024,2024,2.0,number,monthly,IBIT,ticker token,single_stock,False,False
S000086151,Tradr 2X Long IBIT Quarterly ETF,Tradr 2X Long IBIT Quarterly ETF,Investment Managers Series Trust II,0001587982,,,2024,2024,2.0,number,quarterly,IBIT,ticker token,single_stock,False,False
S000086153,Tradr 2X Long IBIT Weekly ETF,Tradr 2X Long IBIT Weekly ETF,Investment Managers Series Trust II,0001587982,,,2024,2024,2.0,number,weekly,IBIT,ticker token,single_stock,False,False
S000099670,Tradr 3X Long IBIT Daily ETF,Tradr 3X Long IBIT Daily ETF,Investment Managers Series Trust II,0001587982,,,2026,2026,3.0,number,daily,IBIT,ticker token,single_stock,True,False
S000097185,Defiance Daily Target 2X Long IBKR ETF,Defiance Daily Target 2X Long IBKR ETF,Tidal Trust II,0001924868,,,2026,2026,2.0,number,daily,IBKR,ticker token,single_stock,True,False
S000095053,Tradr 2X Long IBM Daily ETF,Tradr 2X Long IBM Daily ETF,Investment Managers Series Trust II,0001587982,IBX,IBX,2026,2026,2.0,number,daily,IBM,ticker token,single_stock,True,True
S000105763,Tradr 2X Long IBRX Daily ETF,Tradr 2X Long IBRX Daily ETF,Investment Managers Series Trust II,0001587982,,,2026,2026,2.0,number,daily,IBRX,ticker token,single_stock,True,False
S000097423,T-REX 2X LONG ICHR DAILY TARGET ETF,T-REX 2X LONG ICHR DAILY TARGET ETF,ETF Opportunities Trust,0001771146,,,2026,2026,2.0,number,daily,ICHR,ticker token,single_stock,True,False
S000097424,T-REX 2X LONG ICLR DAILY TARGET ETF,T-REX 2X LONG ICLR DAILY TARGET ETF,ETF Opportunities Trust,0001771146,,,2026,2026,2.0,number,daily,ICLR,ticker token,single_stock,True,False
S000100057,T-REX 2X LONG IDR DAILY TARGET ETF,T-REX 2X LONG IDR DAILY TARGET ETF,ETF Opportunities Trust,0001771146,,,2026,2026,2.0,number,daily,IDR,ticker token,single_stock,True,False
S000100403,Tradr 2X Long IMSR Daily ETF,Tradr 2X Long IMSR Daily ETF,Investment Managers Series Trust II,0001587982,IMSX,IMSX,2026,2026,2.0,number,daily,IMSR,ticker token,single_stock,True,True
S000100916,Tradr 2X Long INDI Daily ETF,Tradr 2X Long INDI Daily ETF,Investment Managers Series Trust II,0001587982,INXX,INXX,2026,2026,2.0,number,daily,INDI,ticker token,single_stock,True,True
S000101010,T-REX 2X LONG INFQ DAILY TARGET ETF,T-REX 2X LONG INFQ DAILY TARGET ETF,ETF Opportunities Trust,0001771146,,,2026,2026,2.0,number,daily,INFQ,ticker token,single_stock,True,False
S000105076,Defiance Daily Target 2X Long INFQ ETF,Defiance Daily Target 2X Long INFQ ETF,Tidal Trust II,0001924868,,,2026,2026,2.0,number,daily,INFQ,ticker token,single_stock,True,False
S000107393,T-REX 2X LONG INFY DAILY TARGET ETF,T-REX 2X LONG INFY DAILY TARGET ETF,ETF Opportunities Trust,0001771146,,,2026,2026,2.0,number,daily,INFY,ticker token,single_stock,True,False
S000100594,Tradr 2X Long INOD Daily ETF,Tradr 2X Long INOD Daily ETF,Investment Managers Series Trust II,0001587982,INOX,INOX,2026,2026,2.0,number,daily,INOD,ticker token,single_stock,True,True
S000099530,GraniteShares 3x Short INTC Daily ETF,GraniteShares 3x Short INTC Daily ETF,GraniteShares ETF Trust,0001689873,,,2026,2026,-3.0,number,daily,INTC,ticker token,single_stock,True,False
S000088302,GraniteShares 2x Short INTC Daily ETF,GraniteShares 2x Short INTC Daily ETF,GraniteShares ETF Trust,0001689873,INS,INS,2025,2026,-2.0,number,daily,INTC,ticker token,single_stock,True,True
S000096880,Defiance Daily Target 2X Short INTC ETF,Defiance Daily Target 2X Short INTC ETF,Tidal Trust II,0001924868,,,2026,2026,-2.0,number,daily,INTC,ticker token,single_stock,True,False
S000092887,Direxion Daily INTC Bear 1X ETF,Direxion Daily INTC Bear 1X Shares | Direxion Daily INTC Bear 1X ETF,Direxion Shares ETF Trust,0001424958,,,2025,2026,-1.0,number,daily,INTC,ticker token,single_stock,True,False
S000088287,GraniteShares 2x Long INTC Daily ETF,GraniteShares 2x Long INTC Daily ETF,GraniteShares ETF Trust,0001689873,INTW,INTW,2025,2026,2.0,number,daily,INTC,ticker token,single_stock,True,True
S000092886,Direxion Daily INTC Bull 2X ETF,Direxion Daily INTC Bull 2X Shares | Direxion Daily INTC Bull 2X ETF,Direxion Shares ETF Trust,0001424958,LINT,LINT,2025,2026,2.0,number,daily,INTC,ticker token,single_stock,True,True
S000104838,Corgi INTC 2x Daily ETF,Corgi INTC 2x Daily ETF,Corgi ETF Trust I,0002078265,,,2026,2026,2.0,number,daily,INTC,ticker token,single_stock,True,False
S000098810,T-REX 3X Long INTC Daily Target ETF,T-REX 3X Long INTC Daily Target ETF,ETF Opportunities Trust,0001771146,,,2026,2026,3.0,number,daily,INTC,ticker token,single_stock,True,False
S000099246,Tradr 3X Long INTC Daily ETF,Tradr 3X Long INTC Daily ETF,Investment Managers Series Trust II,0001587982,,,2026,2026,3.0,number,daily,INTC,ticker token,single_stock,True,False
S000099546,GraniteShares 3x Long INTC Daily ETF,GraniteShares 3x Long INTC Daily ETF,GraniteShares ETF Trust,0001689873,,,2026,2026,3.0,number,daily,INTC,ticker token,single_stock,True,False
S000099698,Direxion Daily INTC Bull 3X ETF,Direxion Daily INTC Bull 3X ETF,Direxion Shares ETF Trust,0001424958,,,2026,2026,3.0,number,daily,INTC,ticker token,single_stock,True,False
S000100303,Defiance Daily Target 3X Long INTC ETF,Defiance Daily Target 3X Long INTC ETF,ETF Series Solutions,0001540305,,,2026,2026,3.0,number,daily,INTC,ticker token,single_stock,True,False
S000100383,3x INTC ETF,3x INTC ETF,Volatility Shares Trust,0001884021,,,2026,2026,3.0,number,daily,INTC,ticker token,single_stock,True,False
S000100384,5x INTC ETF,5x INTC ETF,Volatility Shares Trust,0001884021,,,2026,2026,5.0,number,daily,INTC,ticker token,single_stock,True,False
S000099531,GraniteShares 3x Short IONQ Daily ETF,GraniteShares 3x Short IONQ Daily ETF,GraniteShares ETF Trust,0001689873,,,2026,2026,-3.0,number,daily,IONQ,ticker token,single_stock,True,False
S000099660,Tradr 3X Short IONQ Daily ETF,Tradr 3X Short IONQ Daily ETF,Investment Managers Series Trust II,0001587982,IONT,IONT,2026,2026,-3.0,number,daily,IONQ,ticker token,single_stock,True,True
S000092366,Defiance Daily Target 2X Short IONQ ETF,Defiance Daily Target 2X Short IONQ ETF,Tidal Trust II,0001924868,,,2025,2026,-2.0,number,daily,IONQ,ticker token,single_stock,True,False
S000090911,GraniteShares 2x Long IONQ Daily ETF,GraniteShares 2x Long IONQ Daily ETF,GraniteShares ETF Trust,0001689873,IONL,IONL,2025,2026,2.0,number,daily,IONQ,ticker token,single_stock,True,True
S000091054,Defiance Daily Target 2X Long IONQ ETF,Defiance Daily Target 2X Long IONQ ETF,Tidal Trust II,0001924868,IONX,IONX,2025,2026,2.0,number,daily,IONQ,ticker token,single_stock,True,True
S000091220,Leverage Shares 2X Long IONQ Daily ETF,Leverage Shares 2X Long IONQ Daily ETF,Themes ETF Trust,0001976322,,,2025,2026,2.0,number,daily,IONQ,ticker token,single_stock,True,False
S000104830,Corgi IONQ 2x Daily ETF,Corgi IONQ 2x Daily ETF,Corgi ETF Trust I,0002078265,,,2026,2026,2.0,number,daily,IONQ,ticker token,single_stock,True,False
S000098811,T-REX 3X Long IONQ Daily Target ETF,T-REX 3X Long IONQ Daily Target ETF,ETF Opportunities Trust,0001771146,,,2026,2026,3.0,number,daily,IONQ,ticker token,single_stock,True,False
S000098985,Leverage Shares 3X Long IONQ Daily ETF,Leverage Shares 3X Long IONQ Daily ETF,Themes ETF Trust,0001976322,,,2026,2026,3.0,number,daily,IONQ,ticker token,single_stock,True,False
S000099247,Tradr 3X Long IONQ Daily ETF,Tradr 3X Long IONQ Daily ETF,Investment Managers Series Trust II,0001587982,IONU,IONU,2026,2026,3.0,number,daily,IONQ,ticker token,single_stock,True,True
S000099547,GraniteShares 3x Long IONQ Daily ETF,GraniteShares 3x Long IONQ Daily ETF,GraniteShares ETF Trust,0001689873,,,2026,2026,3.0,number,daily,IONQ,ticker token,single_stock,True,False
S000100310,Defiance Daily Target 3X Long IONQ ETF,Defiance Daily Target 3X Long IONQ ETF,ETF Series Solutions,0001540305,,,2026,2026,3.0,number,daily,IONQ,ticker token,single_stock,True,False
S000105173,GraniteShares 2x Short IOT Daily ETF,GraniteShares 2x Short IOT Daily ETF,GraniteShares ETF Trust,0001689873,,,2026,2026,-2.0,number,daily,IOT,ticker token,single_stock,True,False
S000105148,GraniteShares 2x Long IOT Daily ETF,GraniteShares 2x Long IOT Daily ETF,GraniteShares ETF Trust,0001689873,,,2026,2026,2.0,number,daily,IOT,ticker token,single_stock,True,False
S000102837,Corgi IP Licensing & Royalties 2x Daily ETF,Corgi IP Licensing & Royalties 2x Daily ETF,Corgi ETF Trust I,0002078265,,,2026,2026,2.0,number,daily,IP,ticker token,single_stock,True,False
S000106474,Defiance Daily Target 2X Long IPGP ETF,Defiance Daily Target 2X Long IPGP ETF,Tidal Trust II,0001924868,,,2026,2026,2.0,number,daily,IPGP,ticker token,single_stock,True,False
S000107008,Tradr 2X Long IPGP Daily ETF,Tradr 2X Long IPGP Daily ETF,Investment Managers Series Trust II,0001587982,,,2026,2026,2.0,number,daily,IPGP,ticker token,single_stock,True,False
S000099420,Defiance Daily Target 2X Short IREN ETF,Defiance Daily Target 2X Short IREN ETF,Tidal Trust II,0001924868,IRES,IRES,2026,2026,-2.0,number,daily,IREN,ticker token,single_stock,True,True
S000100813,Tradr 2X Short IREN Daily ETF,Tradr 2X Short IREN Daily ETF,Investment Managers Series Trust II,0001587982,IREZ,IREZ,2026,2026,-2.0,number,daily,IREN,ticker token,single_stock,True,True
S000105174,GraniteShares 2x Short IREN Daily ETF,GraniteShares 2x Short IREN Daily ETF,GraniteShares ETF Trust,0001689873,,,2026,2026,-2.0,number,daily,IREN,ticker token,single_stock,True,False
S000095914,Defiance Daily Target 2X Long IREN ETF,Defiance Daily Target 2X Long IREN ETF,Tidal Trust II,0001924868,IRE,IRE,2026,2026,2.0,number,daily,IREN,ticker token,single_stock,True,True
S000096134,Tradr 2X Long IREN Daily ETF,Tradr 2X Long IREN Daily ETF,Investment Managers Series Trust II,0001587982,IREX,IREX,2026,2026,2.0,number,daily,IREN,ticker token,single_stock,True,True
S000097426,T-REX 2X LONG IREN DAILY TARGET ETF,T-REX 2X LONG IREN DAILY TARGET ETF,ETF Opportunities Trust,0001771146,,,2026,2026,2.0,number,daily,IREN,ticker token,single_stock,True,False
S000098110,Leverage Shares 2X Long IREN Daily ETF,Leverage Shares 2X Long IREN Daily ETF,Themes ETF Trust,0001976322,,,2026,2026,2.0,number,daily,IREN,ticker token,single_stock,True,False
S000104863,Corgi IREN 2x Daily ETF,Corgi IREN 2x Daily ETF,Corgi ETF Trust I,0002078265,,,2026,2026,2.0,number,daily,IREN,ticker token,single_stock,True,False
S000105149,GraniteShares 2x Long IREN Daily ETF,GraniteShares 2x Long IREN Daily ETF,GraniteShares ETF Trust,0001689873,,,2026,2026,2.0,number,daily,IREN,ticker token,single_stock,True,False
S000099248,Tradr 3X Long IREN Daily ETF,Tradr 3X Long IREN Daily ETF,Investment Managers Series Trust II,0001587982,IREE,IREE,2026,2026,3.0,number,daily,IREN,ticker token,single_stock,True,True
S000103697,T-REX 3X LONG IREN DAILY TARGET ETF,T-REX 3X LONG IREN DAILY TARGET ETF,ETF Opportunities Trust,0001771146,,,2026,2026,3.0,number,daily,IREN,ticker token,single_stock,True,False
S000104581,Leverage Shares 3X Long IREN Daily ETF,Leverage Shares 3X Long IREN Daily ETF,Themes ETF Trust,0001976322,,,2026,2026,3.0,number,daily,IREN,ticker token,single_stock,True,False
S000104694,Leverage Shares 4x Long IREN Daily ETF,Leverage Shares 4x Long IREN Daily ETF,Themes ETF Trust,0001976322,,,2026,2026,4.0,number,daily,IREN,ticker token,single_stock,True,False
S000093738,Tradr 2X Long ISRG Daily ETF,Tradr 2X Long ISRG Daily ETF,Investment Managers Series Trust II,0001587982,,,2025,2025,2.0,number,daily,ISRG,ticker token,single_stock,False,False
S000094368,GraniteShares 2x Long ISRG Daily ETF,GraniteShares 2x Long ISRG Daily ETF,GraniteShares ETF Trust,0001689873,,,2025,2026,2.0,number,daily,ISRG,ticker token,single_stock,True,False
S000096188,Leverage Shares 2X Long ISRG Daily ETF,Leverage Shares 2X Long ISRG Daily ETF,Themes ETF Trust,0001976322,,,2026,2026,2.0,number,daily,ISRG,ticker token,single_stock,True,False
S000105554,Leverage Shares 2X Long JBL Daily ETF,Leverage Shares 2X Long JBL Daily ETF,Themes ETF Trust,0001976322,,,2026,2026,2.0,number,daily,JBL,ticker token,single_stock,True,False
S000105893,T-REX 2X LONG JBL DAILY TARGET ETF,T-REX 2X LONG JBL DAILY TARGET ETF,ETF Opportunities Trust,0001771146,,,2026,2026,2.0,number,daily,JBL,ticker token,single_stock,True,False
S000106798,Defiance Daily Target 2X Long JBL ETF,Defiance Daily Target 2X Long JBL ETF,Tidal Trust V,0002081107,,,2026,2026,2.0,number,daily,JBL,ticker token,single_stock,True,False
S000100085,Defiance Daily Target 2X Long JBLU ETF,Defiance Daily Target 2X Long JBLU ETF,Tidal Trust II,0001924868,JBLL,JBLL,2026,2026,2.0,number,daily,JBLU,ticker token,single_stock,True,True
S000089270,KraneShares 2x Long JD Daily ETF,KraneShares 2x Long JD Daily ETF,Krane Shares Trust,0001547576,KJD,KJD,2025,2026,2.0,number,daily,JD,ticker token,single_stock,True,True
S000093828,Leverage Shares 2X Long JD Daily ETF,Leverage Shares 2X Long JD Daily ETF,Themes ETF Trust,0001976322,,,2025,2026,2.0,number,daily,JD,ticker token,single_stock,True,False
S000103146,Defiance Daily Target 2X Long JD ETF,Defiance Daily Target 2X Long JD ETF,Tidal Trust II,0001924868,,,2026,2026,2.0,number,daily,JD,ticker token,single_stock,True,False
S000099444,Defiance Daily Target 2X Long JMIA ETF,Defiance Daily Target 2X Long JMIA ETF,Tidal Trust II,0001924868,,,2026,2026,2.0,number,daily,JMIA,ticker token,single_stock,True,False
S000099421,Defiance Daily Target 2X Short JOBY ETF,Defiance Daily Target 2X Short JOBY ETF,Tidal Trust II,0001924868,SJOB,SJOB,2026,2026,-2.0,number,daily,JOBY,ticker token,single_stock,True,True
S000095054,Tradr 2X Long JOBY Daily ETF,Tradr 2X Long JOBY Daily ETF,Investment Managers Series Trust II,0001587982,JOBX,JOBX,2026,2026,2.0,number,daily,JOBY,ticker token,single_stock,True,True
S000095544,Defiance Daily Target 2X Long JOBY ETF,Defiance Daily Target 2X Long JOBY ETF,Tidal Trust II,0001924868,,,2026,2026,2.0,number,daily,JOBY,ticker token,single_stock,True,False
S000104844,Corgi JOBY 2x Daily ETF,Corgi JOBY 2x Daily ETF,Corgi ETF Trust I,0002078265,,,2026,2026,2.0,number,daily,JOBY,ticker token,single_stock,True,False
S000099249,Tradr 3X Long JOBY Daily ETF,Tradr 3X Long JOBY Daily ETF,Investment Managers Series Trust II,0001587982,,,2026,2026,3.0,number,daily,JOBY,ticker token,single_stock,True,False
